title,leadership,focus,experience_level,company_name,company_industry,location,city,state,remote,salary_range,salary_min,salary_max,employment_type,required_education,job_id
Data Scientist,None,None,Senior,CHANEL,Fashion,"Los Angeles, CA",Los Angeles,CA,On-Site,$90k - $118k,90000.0,118000.0,Full-Time,Bachelors,eyJqb2JfdGl0bGUiOiJEYXRhIFNjaWVudGlzdCIsImh0aWRvY2lkIjoibmRvX0Z6S2lUM210eUJUUUFBQUFBQT09IiwiZmMiOiJFb3dDQ3N3QlFVNTFWMmhqYm1kQlRrSkdVR1JxVm5aRE9VeFhlbkJXTW5kSlUzUTJTV0YwWkVOT1JXVmhNMk5oVXpZMGJUQjZabFpQVW1OSGFFNDRZV3hTUVZKd01rRkNkMjlPWmtwaE1sQjBlbWxpYVV0M01EUldOVWRGZDBwSFNUVktZM0pyTmpkU2QwNUdVRVZJWVZwTU5rdGZhMmhzTTFWNlgyVkpRMmhDTFRSTFV6Um9UVTFrZG5kNFh6SmFZVGQ0UWpsUU4yUjZTWEZWTTJ4U2VUZFVhbkIyYTBKSFdXZEhRV0p2VkhsaFdGbDRiV05XTUVKRk1EQjBZeTFaUkZKMWNtRlpjbVZwVlZvMGNrRk1ja3B2RWhkcU5FaHRXbVUzZEVWbGJVOTFjamhRZEhKMVJtZEJXUm9pUVZCWWFHMDFXbEkzYVRkMVdrTlhXVXRDTUVSMVIxcEVRemN5WlY5dVZtMHhadyIsImZjdiI6IjMiLCJmY19pZCI6ImZjXzYiLCJhcHBseV9saW5rIjp7InRpdGxlIjoiQXBwbHkgZGlyZWN0bHkgb24gSm9iek1hbGwiLCJsaW5rIjoiaHR0cHM6Ly93d3cuam9iem1hbGwuY29tL2NoYW5lbC9qb2IvZGF0YS1zY2llbnRpc3QtMzc2P3V0bV9jYW1wYWlnbj1nb29nbGVfam9ic19hcHBseVx1MDAyNnV0bV9zb3VyY2U9Z29vZ2xlX2pvYnNfYXBwbHlcdTAwMjZ1dG1fbWVkaXVtPW9yZ2FuaWMifX0=
Data Analyst,None,Risk and Data Science,Mid,Pesto,Financial Services,"Los Angeles, CA",Los Angeles,CA,On-Site,$54k - $107k,54000.0,107000.0,Full-Time,Bachelors,eyJqb2JfdGl0bGUiOiJSaXNrIGFuZCBEYXRhIFNjaWVuY2UgQW5hbHlzdDogQnVpbGRpbmcgYSB3aG9sZSBuZXcgdHlwZSBvZiBjcmVkaXQgY2FyZCAoTG9zIEFuZ2VsZXMpIC0gRmluVGVjaCAoUGluZ0xlbmQsIFlDIFcyMSkiLCJodGlkb2NpZCI6Ik01aDNPel9RbC10S1FwZGZBQUFBQUE9PSIsImZjIjoiRXFJREN1SUNRVTUxVjJoamJtSnFXbGQyUVhJMlpqZzVPR0V3Tm1GeVMwRnpXVXhYYTNaVVV6UXllRGRMTjJSMFdVTndOVXd5TjFneFYzbzNhVnAxUTE4MGJtZDJibkZ2T0dkalIzUnlhWG81Y0dSalZrNTRkMEkyTldzNUxWVkdVV3RuZEhGNE9EUnhhMlF6TVZsQ1FXVjRSalpOU1V0UVJEaHZUVkI1VWpaRmEzWm9aRGxVWWtScE5qUnJTekZtTWxsbllrSjBWRTFZT1doV2FsUkNUMGMxVnpCNVkwTlBOWEZwVVRKUFZVeG1VbFZqYUVSb0xWVTVXa2RGV1hCNE1VOXNSek5RVXpkV1ZHbzVlVmRvVFZSTVdVRnZNRFZhVlVkcE0wcE5lbmxrUVRaelpucFRjM2RKTTJSeU1tOTBYemt3UWs4ME9IQlJUalZJYUhkUlNFeG9ZVUphVmxSdExWOUxUa2xVV2xjNFYzcHBXRWxxTTJkdmRtOVdNVjlFWVVWT1dVc3lRakI2TURCTFNsRlRPRzk0VkhWNGVVWTBjbEk0WkdWSVEwVjRkV1ZwWVdORU5IVTVRVVpsTWs1blFsUm5VVE52VGxaUldYUmlUbnA2T1daeWVsRTNNRmhuRWhkcU5FaHRXbVUzZEVWbGJVOTFjamhRZEhKMVJtZEJXUm9pUVZCWWFHMDFZbVpLZDNWcUxUZHRlVWRPUW1ock0yWmlkVWx5UmtVNGNWWkVadyIsImZjdiI6IjMiLCJmY19pZCI6ImZjXzciLCJhcHBseV9saW5rIjp7InRpdGxlIjoiQXBwbHkgb24gWSBDb21iaW5hdG9yIiwibGluayI6Imh0dHBzOi8vd3d3Lnljb21iaW5hdG9yLmNvbS9jb21wYW5pZXMvcGVzdG8vam9icy9jSzhNSXdDLXJpc2stYW5kLWRhdGEtc2NpZW5jZS1hbmFseXN0LWJ1aWxkaW5nLWEtd2hvbGUtbmV3LXR5cGUtb2YtY3JlZGl0LWNhcmQtbG9zLWFuZ2VsZXMtZmludGVjaC1waW5nbGVuZC15Yy13MjE/dXRtX2NhbXBhaWduPWdvb2dsZV9qb2JzX2FwcGx5XHUwMDI2dXRtX3NvdXJjZT1nb29nbGVfam9ic19hcHBseVx1MDAyNnV0bV9tZWRpdW09b3JnYW5pYyJ9fQ==
Other,Director,Data Science,Senior,Red Bull North America,Beverages,"Santa Monica, CA",Santa Monica,CA,On-Site,$108k - $228k,108000.0,228000.0,Full-Time,None,eyJqb2JfdGl0bGUiOiJTZW5pb3IgRGlyZWN0b3IsIERhdGEgU2NpZW5jZSIsImh0aWRvY2lkIjoiSHZQV3pwUGNCQVdqNlZWQ0FBQUFBQT09IiwiZmMiOiJFc3dDQ293Q1FVNTFWMmhqYTNFemVWSTVZMDlpY2tWRlJGWmFXRTk0TldOaFVsWnlTRFZZTjNCRWNVdzJTMGRtT1hNM1lWOVdTSE5qVTFaVlQwSlROemg0VldSMFVGWlpORUpqY21WSlVsbFFRelF4YWsxTVlXTm5WeTFHTWxSbVFUUnZUMDFDY0ZsWlZHMDJXVjlQTjFKYWQwbDNSbFI1VWpKeVJUUk9WbGh0VFY5UWRtRXhWbEJRTkdoMmVUbGZSREJzVEZKZlIyNUdabmRpTVRsaWNYUjFlbmRzZERkTlMwOU5WMjV3VWtSU1FYVm9PRVo1ZDAxcU5tTnNUbmREYlZjeVNVbFZSVlJDTlVSQ01YUlpUbTVOV25oU1RVeElVRVZrV2sxaUxWTktjRWt4VWw5MVRWUllVR1pwVjIwdGIyRjNVRzVOVkRoVlMzVTFTMFJ3TXpBNFZubEVSM2g0WkhwSkxYWjBVRGR3UWhJWGFqUkliVnBsTjNSRlpXMVBkWEk0VUhSeWRVWm5RVmthSWtGUVdHaHROV0pRVVMwd1IxQTBXRmhtTW1JMFNtOUhTVk5XUVhScWRUbGtNVUUiLCJmY3YiOiIzIiwiZmNfaWQiOiJmY185IiwiYXBwbHlfbGluayI6eyJ0aXRsZSI6IkFwcGx5IG9uIFJlZCBCdWxsIEpvYnMiLCJsaW5rIjoiaHR0cHM6Ly9qb2JzLnJlZGJ1bGwuY29tL3VzLWVuL3NhbnRhLW1vbmljYS1kaXJlY3Rvci1kYXRhLXNjaWVuY2UtcmVmMjgwN3M/dXRtX2NhbXBhaWduPWdvb2dsZV9qb2JzX2FwcGx5XHUwMDI2dXRtX3NvdXJjZT1nb29nbGVfam9ic19hcHBseVx1MDAyNnV0bV9tZWRpdW09b3JnYW5pYyJ9fQ==
Data Scientist,None,Entertainment,Mid,Skiltrek,Entertainment,Anywhere,,,Remote,$54k - $107k,54000.0,107000.0,Full-Time,Bachelors,eyJqb2JfdGl0bGUiOiJEQVRBIFNDSUVOVElTVCIsImh0aWRvY2lkIjoiTkpseHQ1S2JDUGV0el9TM0FBQUFBQT09IiwiZmMiOiJFb3dDQ3N3QlFVNTFWMmhqYlhGS1UxOWtYMms0T1RFeFZHNUNlbEZCT0ZJd2RUQk5SMU5CZWpORFZITXdNMDVhWlhwc2ExRTFiekJTUXpWYVFqTjNSWEk1VlhvdE1VNTNjblYxYTIwNWNtRXRSblJKYjBRemRFVktObWRNY1ZBdFFYVkJSVFJaVFhWMk1IVkZjV3N4VTBSNVZsOHRkRU5uYVVWMk5FRlRhaTFpVEZOVFpXWXdPREZrZUhscFMwVllPRGhYVmpBdE0zcGFjWGRoUjNwVWIzQjVlR2hhUlhaR01HTmxSa05LWWxkTlowUnJlR2x4YkZjMVdqUk1ZbVF5YW1ad1gzWnRTM05zWkVocGVsSnZMV2h4RWhkcU5FaHRXbVUzZEVWbGJVOTFjamhRZEhKMVJtZEJXUm9pUVZCWWFHMDFZbUk0WlZBMExVMTNhWFJEV0c5T1psZzVPV1pNY2s5c2NqRTVRUSIsImZjdiI6IjMiLCJmY19pZCI6ImZjXzEzIiwiYXBwbHlfbGluayI6eyJ0aXRsZSI6IkFwcGx5IG9uIFppcFJlY3J1aXRlciIsImxpbmsiOiJodHRwczovL3d3dy56aXByZWNydWl0ZXIuY29tL2MvU2tpbHRyZWsvSm9iL0RBVEEtU0NJRU5USVNULy1pbi1Mb3MtQW5nZWxlcyxDQT9qaWQ9NjgwYzViZWE2MmU5MzAyOVx1MDAyNnV0bV9jYW1wYWlnbj1nb29nbGVfam9ic19hcHBseVx1MDAyNnV0bV9zb3VyY2U9Z29vZ2xlX2pvYnNfYXBwbHlcdTAwMjZ1dG1fbWVkaXVtPW9yZ2FuaWMifX0=
"Senior Manager, Data Science - Advertising Measurement - Walmart...",Manager,Advertising Measurement,Senior,Walmart,Retail,"Los Angeles, CA",Los Angeles,CA,Hybrid,$132k - $264k,132000.0,264000.0,Full-Time,Masters,eyJqb2JfdGl0bGUiOiJTZW5pb3IgTWFuYWdlciwgRGF0YSBTY2llbmNlIC0gQWR2ZXJ0aXNpbmcgTWVhc3VyZW1lbnQgLSBXYWxtYXJ0IENvbm5lY3QiLCJodGlkb2NpZCI6Il9tbnc5NGdaa3lMYUxkdVVBQUFBQUE9PSIsImZjIjoiRXZjQ0NyY0NRVTUxVjJoamJYbGFNbTUyZUdKblpUWlNTQzA1ZFd3elltZHRTRGx2UjFGMllURjRjMGxpTlRGdlRHSXpSVFYzZUdwbU0wcDVTM3AxVDI5VExVa3lNRVYxY1hoVGNWaFZhV05xUTJSWVNEWlZTMHhSTW0xdE9GOWhZV05uUmt0ak5tc3hTazlYVVc1YVowaFNTM2M1WkV4MU5VRkliRTUwTTFoT00xRktabDlVVm10WE5YZG5kMkpSVkdJemJuVnpSMmt6Y21JNU1WQmhZbkZaUjA5TFlrWk9VREJCTjFKUU5sRnRTV2RwUzBscVZ6SlFaRVpHUW1KeE5IcGtlR3hOUzFSd1N6Qm5SME01T0dGQlZXeEdjRVZLVDJ4dWRYaFBZVmRqZDNkV2VqVjNWMWxoY21NeFlsZHFSRkY0Ym5aUFQwTldNV3d4TlRCVlkxVnFjMmcxYUVzeWRYTlFZVzF6VVc5NFIwNVlialU0WXpOaWJqQlpabG8xWlZka2NreENaRFYzVWxKRFlqTmZRbnB3ZGtsV2JreDFTbkpuVjJjU0YybzBTRzFhWlRkMFJXVnRUM1Z5T0ZCMGNuVkdaMEZaR2lKQlVGaG9iVFZoYm5nNFVqVnZSMHRXUjB4UE0xWlJRamRRWjJ0ZlYwZHNabFJSIiwiZmN2IjoiMyIsImZjX2lkIjoiZmNfMTQiLCJhcHBseV9saW5rIjp7InRpdGxlIjoiQXBwbHkgb24gV2FsbWFydCBDYXJlZXJzIiwibGluayI6Imh0dHBzOi8vY2FyZWVycy53YWxtYXJ0LmNvbS91cy9qb2JzL1dEMTc5MDAzNi1zZW5pb3ItbWFuYWdlci1kYXRhLXNjaWVuY2UtYWR2ZXJ0aXNpbmctbWVhc3VyZW1lbnQtd2FsbWFydC1jb25uZWN0P3V0bV9jYW1wYWlnbj1nb29nbGVfam9ic19hcHBseVx1MDAyNnV0bV9zb3VyY2U9Z29vZ2xlX2pvYnNfYXBwbHlcdTAwMjZ1dG1fbWVkaXVtPW9yZ2FuaWMifX0=
Data Scientist,None,Marketing /Data Science,Senior,National Research Group,Research,"Los Angeles, CA",Los Angeles,CA,Ambiguous,$110k - $170k,110000.0,170000.0,Full-Time,Bachelors,eyJqb2JfdGl0bGUiOiJEYXRhIFNjaWVudGlzdCBvciBTZW5pb3IgRGF0YSBTY2llbnRpc3QiLCJodGlkb2NpZCI6IlpyLTFZcTM1bV9UV1BJY0hBQUFBQUE9PSIsImZjIjoiRXN3Q0Nvd0NRVTUxVjJoamJrVTNTbXM0UzBkQ1F5MHpSVjlxVm1rMFJsRnBhRkV0ZDFSUVVITjBXbUpxY0Voc2JYQnliSEppUVRGRFJUbHJiV3M1Y0V4SWVGcENTRXN5YUVWdE4zSTBOM0ExYkdablowOXhNMkZKUkZWUE1XUklXVXN3YlVkNE9XbGtOM1JvTVdaVWJHOWlZa1JCVTFCbWFuVkJSVGx5TjFscVpIbDRSWGt5VVZveExWZFhlWFpEWHpGMlkzaENhWE5sY1ZGSlpFUnlRVVpST1hacmJqaG5SVVJQTVRCaFkwaHpNVEJGUzBOaWVVdFJTMjFCVW0xMU1FUmxWVXhYTTNSa2QwNUtTMmRUYkhRNUxVc3pVMGhGWVRWb1dsQldSWGhCY210ZldITnBjVlF6ZVV4TmJEUk1Za1JxYkdjd1pXdFJSVzFXVURnMlRIcHZSMHQzWDNvNFNYY3pWV1ZtTlZsbmJoSVhhalJJYlZwbE4zUkZaVzFQZFhJNFVIUnlkVVpuUVZrYUlrRlFXR2h0TldKMGJsRktkVmRtUkU4eFkyWmxhRTkyVjA5Sk4wSk1SMGh5YlZFIiwiZmN2IjoiMyIsImZjX2lkIjoiZmNfMTYiLCJhcHBseV9saW5rIjp7InRpdGxlIjoiQXBwbHkgb24gTGlua2VkSW4iLCJsaW5rIjoiaHR0cHM6Ly93d3cubGlua2VkaW4uY29tL2pvYnMvdmlldy9kYXRhLXNjaWVudGlzdC1vci1zZW5pb3ItZGF0YS1zY2llbnRpc3QtYXQtbmF0aW9uYWwtcmVzZWFyY2gtZ3JvdXAtMzc5MTU0MjkzOD91dG1fY2FtcGFpZ249Z29vZ2xlX2pvYnNfYXBwbHlcdTAwMjZ1dG1fc291cmNlPWdvb2dsZV9qb2JzX2FwcGx5XHUwMDI2dXRtX21lZGl1bT1vcmdhbmljIn19
Data Scientist,None,None,Senior,VirtualVocations,Unknown,"Los Angeles, CA",Los Angeles,CA,Full-Time,Unknown,,,Full-Time,None,eyJqb2JfdGl0bGUiOiJEYXRhIHNjaWVudGlzdCBpaWkiLCJodGlkb2NpZCI6Ino5Vnl1dTJJU3UxWkY0X3lBQUFBQUE9PSIsImZjIjoiRXFFQ0N1SUJRVTUxVjJoamF6aFZURWw1ZGs1bFRqTnpVbUptZVRSNmNtRjNkMGhCWTAxaU1EaHVTMWd0V2s1bk1rOXdORUpUVFdsdE1EZHRaRkJUY1RCSE5VSk1TVEo2T0RWaFh6TnFkbU5uVlVOa1ozUlFNekJ4Y3pBeU1FdFJTVkZqUzJsWFRVNDBOazF3UTB0SVoxRkJZVUZpU1V4d1preHZZa1J2VFdoSFdtUmFhM1pOV2xkM1NtVjZOV3B0ZUc5RkxXbE1NblZ3WkMxbVdXZFFVRWh0Y0hwaGJUTlBYMnBrYzNCWk1IZHRXVkpxTTE5R2FsZE1jMHRSV0hKNU9VTnZXakpVUmkxV1dGRXhhVkZLZWt0a2QxODJaVlpEVTBOblNGODRURFJTY2xsU1VUVTBkeElXYTBsSWJWcFpNelZOTlVnNGNEZzBVRE5LTmtsbFFSb2lRVkJZYUcwMVluTXpXVzlNUlZCNGEwazFTVWh5WjBjeWExOURPRVphVjBGTFVRIiwiZmN2IjoiMyIsImZjX2lkIjoiZmNfMSIsImFwcGx5X2xpbmsiOnsidGl0bGUiOiIubkZnMmVie2ZvbnQtd2VpZ2h0OjUwMH0uQmk2RGRje2ZvbnQtd2VpZ2h0OjUwMH1BcHBseSBvbiBUYWxlbnQuY29tIiwibGluayI6Imh0dHBzOi8vd3d3LnRhbGVudC5jb20vdmlldz9pZD04ZjQwYmE2ZjM3MDZcdTAwMjZ1dG1fY2FtcGFpZ249Z29vZ2xlX2pvYnNfYXBwbHlcdTAwMjZ1dG1fc291cmNlPWdvb2dsZV9qb2JzX2FwcGx5XHUwMDI2dXRtX21lZGl1bT1vcmdhbmljIn19
Data Scientist,None,Quality Assurance,Mid,Herbalife Nutrition,Health and Wellness,"Los Angeles, CA",Los Angeles,CA,On-Site,$72k - $97k,72000.0,97000.0,Full-Time,Bachelors,eyJqb2JfdGl0bGUiOiJEYXRhIFNjaWVudGlzdCAtIFF1YWxpdHkgQXNzdXJhbmNlIiwiaHRpZG9jaWQiOiJpVXJuOUVTamdINGVCSjUwQUFBQUFBPT0iLCJmYyI6IkVyWUNDdmNCUVU1MVYyaGpiREpHU1RodVpIVkxTbmhuZFVFeE1rMW1VRE5MYVhrNUxYaDVjVVpqY1ROSGEwTnVUVFp4TkhOclRXSm5jRVpoY2tGdmQzUk5SRmxoTFZnMVoza3paemxJVDBWeE5rNU1hVWhCWms5S1pVMXlRMlJJVVZsU09UQTFUVmxXVUdKd1dTMXpRMmN4VmpkVVVGaHZORFJxVmxSdExWbDZOalZrUldSWWVEY3lVR2xGVEhodGFsbFRNRVF3TmxjeVRTMHdNbE14UTNwQk1UbEdjalEzWW1wMExYWjBjMHhZUVRadWR6RXdVMGgxYjBNMlZWQlhRbkowUkd4b1pqSmFhVVZsV0V0SVZWZFFWbDlYT0hCallWb3hjRTlzWlVReWF6WXdkMFZ0TkRreVowdEJhVGxCYUhoWVIweEZXRmh3ZFZwc1VSSVdhMGxJYlZwWk16Vk5OVWc0Y0RnMFVETktOa2xsUVJvaVFWQllhRzAxV2pka2RtNU1iVkV4WWxkNFUzSmlaazFYVEMxVk9EWm5UMUpTWnciLCJmY3YiOiIzIiwiZmNfaWQiOiJmY18yIiwiYXBwbHlfbGluayI6eyJ0aXRsZSI6IkFwcGx5IGRpcmVjdGx5IG9uIEpvYnpNYWxsIiwibGluayI6Imh0dHBzOi8vd3d3LmpvYnptYWxsLmNvbS9oZXJiYWxpZmUtbnV0cml0aW9uL2pvYi9kYXRhLXNjaWVudGlzdC1xdWFsaXR5LWFzc3VyYW5jZS0yP3V0bV9jYW1wYWlnbj1nb29nbGVfam9ic19hcHBseVx1MDAyNnV0bV9zb3VyY2U9Z29vZ2xlX2pvYnNfYXBwbHlcdTAwMjZ1dG1fbWVkaXVtPW9yZ2FuaWMifX0=
Other,Principal,AI-enabled Operating System for Airlines,Senior,FLYR,Aviation,"Santa Monica, CA",Santa Monica,CA,On-Site,$108k - $228k,108000.0,228000.0,Full-Time,Bachelors,eyJqb2JfdGl0bGUiOiJQcmluY2lwYWwgRGF0YSBTY2llbnRpc3QiLCJodGlkb2NpZCI6IklJY3FDOGF0dXpVdmF2d1dBQUFBQUE9PSIsImZjIjoiRXFFQ0N1SUJRVTUxVjJoamJuZHFlVlpsY1ZGSU5sTnpWMDlGVkhaS2FGRk9WRXBHWkd4VWRraE9SMnR6YWs1b1JESldkbEJSUzJFd0xWRlVkRk5XTVVJeVVXUmFNRlpmTmxWcWRtRldORGs0VmpsQ2NDMXhibGRmZWsxWlpuaEJiblJQZVROS1RIcE9YMFpXUmtsRk1rTndaVmwyWm5oWVEzUTVXbE56ZWxoMVJXOHdNRmt6TVVKSldVeHZVRjlYY2pKSFdubDJabEJETFVKdFRtTnZUVlJwYVVKaWRFdFBUR2RmVWtwcGNFVnBkVWxHUjNjMVZGaDFOV2xtU1ZSR1VHNXBXblozYW5GWlpGcG1kV1JyTFRkdlRIcGZXa2xCVDJOTGRqRlBUMVJGVkUxTFdHNXdVUklXYTBsSWJWcFpNelZOTlVnNGNEZzBVRE5LTmtsbFFSb2lRVkJZYUcwMVlWUnRZa3RYVkRsYWJTMVBTRVpaTjFsV01XMW5aR2h5VkV4U2R3IiwiZmN2IjoiMyIsImZjX2lkIjoiZmNfMyIsImFwcGx5X2xpbmsiOnsidGl0bGUiOiJBcHBseSBvbiBHcmVlbmhvdXNlIiwibGluayI6Imh0dHBzOi8vYm9hcmRzLmdyZWVuaG91c2UuaW8vZmx5ci9qb2JzLzQzMjc3NTgwMDY/dXRtX2NhbXBhaWduPWdvb2dsZV9qb2JzX2FwcGx5XHUwMDI2dXRtX3NvdXJjZT1nb29nbGVfam9ic19hcHBseVx1MDAyNnV0bV9tZWRpdW09b3JnYW5pYyJ9fQ==
Data Scientist,None,Healthcare,Mid,RA,Healthcare,"Los Angeles, CA",Los Angeles,CA,Ambiguous,$54k - $107k,54000.0,107000.0,Full-Time,Bachelors,eyJqb2JfdGl0bGUiOiJEYXRhIFNjaWVudGlzdCIsImh0aWRvY2lkIjoicDJGZkdjdThzcWRLblItMEFBQUFBQT09IiwiZmMiOiJFdllCQ3JjQlFVNTFWMmhqYkdOWU9GZHZRV0l3TkVGeWQwVnFVbWxUY2tWalVIb3paRE5EUlVZMVptNDJSak52YnkxYWR6VmpPSHB3TFhCZlNHcHFkWE5QWm5oVFdIcG5jMmhXWDFOdmMwaDVha1o1VDBKbmVFZElaVGhEYWpaYVVrdzFRMWhFU2sxRExUQnBlbmgyVmpKbFJsTXdiMVpKWjFCUE5HNVdWbkpPTlZsU1owWjFTVmRuVlUwMU0wZGlaMkZ2YzBkaVEwWkRNM1p2WVdabFRta3RUVk5YU3pCcGFHZFFla2RSUVcxaWFVeGtWMnBpWjNWWFYzbEpFaFpyU1VodFdsa3pOVTAxU0Rod09EUlFNMG8yU1dWQkdpSkJVRmhvYlRWWmRYZGZTa04wYTIwNWMySlRUazVhZVZZd2IzVlpYMmhrU0hkMyIsImZjdiI6IjMiLCJmY19pZCI6ImZjXzUiLCJhcHBseV9saW5rIjp7InRpdGxlIjoiQXBwbHkgb24gWmlwUmVjcnVpdGVyIiwibGluayI6Imh0dHBzOi8vd3d3LnppcHJlY3J1aXRlci5jb20vYy9SQS9Kb2IvRGF0YS1TY2llbnRpc3QvLWluLUxvcy1BbmdlbGVzLENBP2ppZD04NDllNjY5Zjc0ODFlMDNlXHUwMDI2dXRtX2NhbXBhaWduPWdvb2dsZV9qb2JzX2FwcGx5XHUwMDI2dXRtX3NvdXJjZT1nb29nbGVfam9ic19hcHBseVx1MDAyNnV0bV9tZWRpdW09b3JnYW5pYyJ9fQ==
Senior Data Scientist,None,Product Analytics,Senior,Grindr,Social Networking,"Los Angeles, CA",Los Angeles,CA,Hybrid,$108k - $228k,108000.0,228000.0,Full-Time,Bachelors,eyJqb2JfdGl0bGUiOiJTZW5pb3IgRGF0YSBTY2llbnRpc3QiLCJodGlkb2NpZCI6ImJsa25rcF9Oc0trTmhPcmdBQUFBQUE9PSIsImZjIjoiRXFFQ0N1SUJRVTUxVjJoamExQk5VRXczWHpjeFdtWmxNV3AzWVdSV05UaGFlbmN4Y1ZaNU1WaDRTRFJyYVVvNVluYzBaV1pPZGpsd2VVbEJabkpUYzE5bWFVbFFkVUpQVW1ReGJrdFJhVUo1YzNKcFpFUnFSVTFOUTFWT1FXTmpVR3BPZUdweFNFbDBNbEpCYmtsSk4wcGZabVpVZEZKcmRWRmpRV1I2WWtwaFdtUTNOMjlvWkVJek9IbzJjR0ppUm1KTlNuVm9aWHBPZGtaUGJUWnNVVEYyTldOdVdHaFZaV3czVlUxbmMxUklVRGxoY0dJMGRrUmZiV1ZuUW01cFUySnlVME15WjFBeFdrVkxSMnhVZWtvM1RHdEpSSEV4UkVSUlpFNXNXRXM1UjNoTFRuVlhVUklXYTBsSWJWcFpNelZOTlVnNGNEZzBVRE5LTmtsbFFSb2lRVkJZYUcwMVlscDRXRFp1VUhrNFVFZDZXVmxCTm5CZlMyWkJkMVE1T1Zob2R3IiwiZmN2IjoiMyIsImZjX2lkIjoiZmNfNiIsImFwcGx5X2xpbmsiOnsidGl0bGUiOiJBcHBseSBvbiBTYWxhcnkuY29tIiwibGluayI6Imh0dHBzOi8vd3d3LnNhbGFyeS5jb20vam9iL2dyaW5kci9zZW5pb3ItZGF0YS1zY2llbnRpc3QvajIwMjMwOTIzMDEzNzUxNTgxMzg3Mz91dG1fY2FtcGFpZ249Z29vZ2xlX2pvYnNfYXBwbHlcdTAwMjZ1dG1fc291cmNlPWdvb2dsZV9qb2JzX2FwcGx5XHUwMDI2dXRtX21lZGl1bT1vcmdhbmljIn19
Data Scientist,Senior,Strategy,Senior,AEG,Live Entertainment,"Los Angeles, CA",Los Angeles,CA,On-Site,$80k - $100k,80000.0,100000.0,Full-Time,Bachelors,eyJqb2JfdGl0bGUiOiJTci4gRGF0YSBTY2llbnRpc3QgYXQgQUVHIGluIExvcyBBbmdlbGVzLCBDQSIsImh0aWRvY2lkIjoiRXhPZXEzblNUWE1ZaThLQ0FBQUFBQT09IiwiZmMiOiJFcllDQ3ZjQlFVNTFWMmhqYm1oaFNWbzBMVEJZYjJsa2FVMTVVa05ZUm1neVVsTmZNbUpyVFd4WlEwWnlOREIxUVZsVVpFMU5jMmRYUVRVNWRrWnVVblF3ZWs1UFMwaHNORFU1ZFRFMFZGUnFhbTlyVTNGNFZHWlpNbEpST1dkblEwMWpkM05zU0RRMU5EUkJkMDlxY1dwbVMybFBWVmMyWkdGMWJrUk9la28yZFVoMGNuRjRaRVE0WjJVeE1ESlJRMGg1TkRWTVdrbFFjV3BWTFROZlFtWXlaRTk1VWxwMlIwZFhaVTlsWm0xUUxYTllURkJaTFhock5qSnFURWRCVjNwWFlrTndaVzVqT1ZNeWNVUmFNMjVMTlZCUlprWmpSbmcyVG5obVkzY3hSbTlSUkd3MmMydHhOVzlFVDFORFprTlVWMkU1YXpGdk9WOXlieElXYTBsSWJWcFpNelZOTlVnNGNEZzBVRE5LTmtsbFFSb2lRVkJZYUcwMVdVSkRWbVoxY0haMVJESXpiRGhxUm1sZk9XNHhPR0puZUdKMFp3IiwiZmN2IjoiMyIsImZjX2lkIjoiZmNfOCIsImFwcGx5X2xpbmsiOnsidGl0bGUiOiJBcHBseSBkaXJlY3RseSBvbiBMb3MgQW5nZWxlcyBDQSBHZWViby5jb20gRnJlZSBDbGFzc2lmaWVkcyBBZHMgLSBHZWVibyIsImxpbmsiOiJodHRwczovL2xvc2FuZ2VsZXMtY2EuZ2VlYm8uY29tL2pvYnMtb25saW5lL3ZpZXcvaWQvMTA4MDcwNDc1Ni1zci1kYXRhLXNjaWVudGlzdC1hdC0vP3V0bV9jYW1wYWlnbj1nb29nbGVfam9ic19hcHBseVx1MDAyNnV0bV9zb3VyY2U9Z29vZ2xlX2pvYnNfYXBwbHlcdTAwMjZ1dG1fbWVkaXVtPW9yZ2FuaWMifX0=
